,Computers available,Departed wait queue,Patrons today,Patrons_waiting 1,Patrons_waiting 10,Patrons_waiting 2,Patrons_waiting 3,Patrons_waiting 4,Patrons_waiting 5,Patrons_waiting 6,Patrons_waiting 7,Patrons_waiting 8,Patrons_waiting 9,Utilization 1,Utilization 10,Utilization 2,Utilization 3,Utilization 4,Utilization 5,Utilization 6,Utilization 7,Utilization 8,Utilization 9,max wait duration,median wait duration,min wait duration,Inventory qty
83,71,114,552,0,62,0,0,23,76,130,140,114,91,0.19718309859154928,1.0,0.38028169014084506,0.6056338028169014,1.0,1.0,0.9859154929577465,1.0,0.9859154929577465,1.0,88.0,31.0,0.0,75
84,71,91,519,0,52,0,0,0,57,122,136,100,81,0.2676056338028169,0.9859154929577465,0.3380281690140845,0.5211267605633803,0.9859154929577465,0.9859154929577465,0.9859154929577465,1.0,1.0,1.0,88.0,25.0,0.0,75
85,71,101,497,0,25,0,0,4,59,113,137,77,59,0.2112676056338028,1.0,0.2676056338028169,0.4647887323943662,1.0,0.9859154929577465,1.0,1.0,0.9859154929577465,0.9859154929577465,88.0,27.0,0.0,75
86,70,83,506,0,49,0,0,8,47,115,115,80,76,0.2714285714285714,1.0,0.2714285714285714,0.38571428571428573,0.9857142857142858,1.0,1.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,86.0,24.0,0.0,75
87,70,107,497,0,38,0,0,6,50,127,150,75,65,0.12857142857142856,1.0,0.35714285714285715,0.5,1.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,1.0,1.0,86.0,34.0,0.0,75
88,70,164,581,0,31,0,0,22,90,140,150,92,67,0.3,1.0,0.3,0.4714285714285714,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,87.0,39.0,0.0,75
89,71,94,502,0,54,0,0,16,66,123,139,109,78,0.18309859154929578,1.0,0.30985915492957744,0.5352112676056338,1.0,1.0,1.0,1.0,0.9859154929577465,1.0,88.0,28.0,0.0,75
90,70,151,573,0,37,0,0,17,75,139,141,95,80,0.24285714285714285,0.9857142857142858,0.34285714285714286,0.45714285714285713,1.0,1.0,1.0,1.0,1.0,1.0,89.0,35.0,0.0,75
91,70,115,517,0,14,0,0,18,54,104,117,72,35,0.2571428571428571,1.0,0.3,0.42857142857142855,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,89.0,32.0,0.0,75
92,71,149,555,0,35,0,0,13,66,122,166,102,66,0.16901408450704225,1.0,0.36619718309859156,0.49295774647887325,1.0,1.0,0.9859154929577465,1.0,0.9859154929577465,1.0,89.0,44.0,0.0,75
93,70,110,524,0,15,0,0,30,68,113,88,66,39,0.17142857142857143,0.9857142857142858,0.37142857142857144,0.6428571428571429,0.9857142857142858,0.9857142857142858,1.0,0.9857142857142858,1.0,0.9857142857142858,89.0,36.0,0.0,75
94,70,152,560,0,38,0,0,11,55,128,185,125,65,0.2714285714285714,1.0,0.35714285714285715,0.5857142857142857,0.9857142857142858,1.0,0.9857142857142858,1.0,1.0,1.0,89.0,37.5,0.0,75
95,71,99,554,0,72,0,0,1,69,131,165,116,106,0.09859154929577464,0.9859154929577465,0.29577464788732394,0.352112676056338,0.9859154929577465,1.0,1.0,0.9859154929577465,1.0,1.0,87.0,24.0,-1.0,75
96,70,147,532,0,0,0,0,16,66,102,106,61,27,0.21428571428571427,1.0,0.3142857142857143,0.5428571428571428,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,92.0,37.0,0.0,75
97,70,161,542,0,1,0,0,4,52,94,104,57,39,0.21428571428571427,0.9857142857142858,0.3142857142857143,0.5,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,92.0,37.0,0.0,75
98,70,177,560,0,0,0,0,12,70,123,118,69,28,0.15714285714285714,0.8571428571428571,0.44285714285714284,0.4142857142857143,1.0,1.0,0.9857142857142858,1.0,1.0,0.9857142857142858,107.0,41.0,0.0,75
99,71,100,512,0,18,0,0,20,89,115,127,77,49,0.14084507042253522,1.0,0.352112676056338,0.5492957746478874,1.0,1.0,1.0,1.0,1.0,1.0,89.0,29.5,0.0,75
100,70,133,535,0,44,0,0,3,52,130,155,103,66,0.17142857142857143,0.9857142857142858,0.38571428571428573,0.5,1.0,1.0,0.9857142857142858,0.9857142857142858,1.0,0.9857142857142858,89.0,34.0,0.0,75
101,70,97,547,0,65,0,0,7,67,149,177,121,88,0.15714285714285714,1.0,0.37142857142857144,0.4,0.9857142857142858,1.0,1.0,0.9857142857142858,1.0,1.0,88.0,25.0,0.0,75
102,70,144,518,0,12,0,0,29,93,119,102,85,45,0.2571428571428571,1.0,0.24285714285714285,0.38571428571428573,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,89.0,41.0,0.0,75
103,71,131,552,0,19,0,0,3,63,143,126,97,53,0.2112676056338028,1.0,0.4647887323943662,0.39436619718309857,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,89.0,30.0,0.0,75
104,70,138,529,0,18,0,0,5,65,114,147,77,47,0.2571428571428571,1.0,0.3,0.5,1.0,0.9857142857142858,1.0,0.9857142857142858,0.9857142857142858,1.0,89.0,32.0,0.0,75
105,70,91,532,0,59,0,0,6,60,122,140,114,95,0.15714285714285714,1.0,0.32857142857142857,0.5,0.9857142857142858,0.9857142857142858,0.9857142857142858,1.0,1.0,0.9857142857142858,89.0,27.0,0.0,75
106,71,91,521,0,75,0,0,7,60,122,160,126,97,0.15492957746478872,0.9859154929577465,0.2676056338028169,0.36619718309859156,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,85.0,25.0,0.0,75
107,70,193,525,0,0,0,0,0,43,121,88,36,-1,0.2571428571428571,0.8142857142857143,0.44285714285714284,0.5571428571428572,0.9714285714285714,1.0,0.9857142857142858,1.0,0.9857142857142858,0.9714285714285714,96.0,43.0,0.0,75
108,71,135,551,0,34,0,0,13,67,135,151,84,65,0.29577464788732394,1.0,0.323943661971831,0.5774647887323944,1.0,0.9859154929577465,1.0,0.9859154929577465,0.9859154929577465,0.9859154929577465,89.0,31.0,0.0,75
109,71,116,517,0,34,0,0,6,48,113,146,92,76,0.16901408450704225,1.0,0.352112676056338,0.5352112676056338,0.9859154929577465,0.9859154929577465,1.0,1.0,1.0,1.0,88.0,34.0,0.0,75
110,70,91,525,0,65,0,0,10,56,111,133,110,92,0.21428571428571427,1.0,0.35714285714285715,0.4142857142857143,1.0,0.9857142857142858,1.0,0.9857142857142858,0.9857142857142858,1.0,88.0,22.0,0.0,75
111,71,129,553,0,56,0,0,19,78,120,145,117,80,0.19718309859154928,1.0,0.22535211267605634,0.6338028169014085,0.9859154929577465,1.0,1.0,0.9859154929577465,0.9859154929577465,0.9859154929577465,89.0,35.0,0.0,75
112,70,133,534,0,23,0,0,6,60,117,117,79,48,0.17142857142857143,1.0,0.37142857142857144,0.5428571428571428,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,1.0,1.0,88.0,31.0,0.0,75
113,70,86,551,0,78,0,0,9,64,138,178,137,102,0.2857142857142857,1.0,0.4714285714285714,0.5142857142857142,0.9857142857142858,1.0,0.9857142857142858,0.9857142857142858,1.0,1.0,89.0,22.0,0.0,75
114,71,64,522,0,90,0,0,0,44,128,176,139,122,0.2112676056338028,1.0,0.2676056338028169,0.323943661971831,0.9295774647887324,1.0,0.9859154929577465,1.0,0.9859154929577465,1.0,88.0,25.0,0.0,75
115,71,113,522,0,19,0,0,26,64,110,114,69,48,0.18309859154929578,1.0,0.30985915492957744,0.6197183098591549,1.0,1.0,0.9859154929577465,1.0,1.0,1.0,89.0,32.0,0.0,75
116,70,131,554,0,45,0,0,24,85,156,161,111,66,0.17142857142857143,1.0,0.3,0.44285714285714284,1.0,1.0,1.0,0.9857142857142858,1.0,1.0,89.0,31.0,0.0,75
117,70,98,531,0,46,0,0,13,63,126,132,113,74,0.2857142857142857,1.0,0.45714285714285713,0.5142857142857142,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,89.0,26.0,0.0,75
118,70,144,561,0,11,0,0,12,74,142,150,80,44,0.3142857142857143,1.0,0.44285714285714284,0.6142857142857143,0.9857142857142858,1.0,1.0,1.0,0.9857142857142858,1.0,88.0,41.0,0.0,75
